Input,Output,Hidden,Target_p,H,p,FtBin,Parse,Iamb,FootNonfin,Nonfin_ft,WordFootRight,WordFootLeft,AllFeetRight,AllFeetLeft,MainRight,MainLeft,WSP_ft
[L L L L L L L],[L1 L L2 L L2 L2 L],[(L1) (L L2) (L L2) (L2 L)],0.0,-151.61,-0.73,-1.09,0.0,-3.39,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L L2 L1 L2 L L],[(L2) (L L2) (L1) (L2 L) L],0.0,-151.82,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-121.5,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L2 L L1 L L2 L],[(L2) (L2 L) (L1) (L L2) L],0.0,-151.82,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-121.5,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L2 L1 L L L L],[(L2) (L2) (L1 L) L L L],0.0,-151.82,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-121.5,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L L2 L L1],[(L2) (L2) (L2) L (L2) (L L1)],0.0,-151.91,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-147.54,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L L2 L L1],[(L2) (L2) (L2) (L L2) L (L1)],0.0,-151.91,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-147.54,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L1 L L L2 L L2],[(L2) (L1) L (L L2) L (L2)],0.0,-151.92,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-112.82,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L L1 L2 L2 L L2 L2],[(L L1) (L2) (L2) (L L2) (L2)],0.0,-151.92,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-112.82,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L2 L1 L L L2 L L2],[(L2) (L1) L L (L2) (L L2)],0.0,-151.92,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-112.82,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L2 L1 L L L2 L],[(L2) (L2) (L1 L) L (L2 L)],0.0,-151.95,-0.73,-2.18,-0.0,-6.77,-0.0,-0.0,0.0,0.0,-121.5,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L2 L2 L1 L L],[(L2) L (L2) (L2) (L1) L L],0.0,-152.13,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-130.18,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L2 L2 L1 L2 L],[(L L2) (L2) (L2) (L1) (L2) L],0.0,-152.13,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-130.18,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L1 L L2 L2 L L2 L],[(L1 L) (L2) (L2 L) (L2) L],0.0,-152.18,-0.73,-2.18,-0.0,-6.77,-0.0,0.0,-3.26,0.0,-104.15,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L2 L L2 L2 L2 L1 L2],[(L2) (L L2) (L2) (L2) (L1) (L2)],0.0,-151.48,-0.73,-5.46,0.0,0.0,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L1 L L2 L L2 L L],[(L1) (L L2) (L L2) L L],0.0,-151.48,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L L2 L1 L2 L2 L L],[L (L2) (L1) (L2) (L2 L) L],0.0,-151.4,-0.73,-3.27,-0.0,-3.39,-0.0,0.0,-3.26,-0.0,-112.82,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L L2 L1 L2 L L2],[(L2 L) (L2) (L1) (L2) L (L2)],0.0,-150.75,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-121.5,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L L L1 L2],[(L2) (L2) (L2) L (L L1) (L2)],0.0,-150.39,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L1 L L2 L L2 L L2],[(L1) (L L2) L (L2) L (L2)],0.0,-150.4,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L2 L L2 L L2],[(L1) L (L2) (L L2) L (L2)],0.0,-150.4,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L2 L L2 L L2],[(L1) L (L2) L (L2) (L L2)],0.0,-150.4,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L L L2 L2],[(L1) (L2) L L (L L2) (L2)],0.0,-150.4,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L1 L L2 L L2 L],[(L2) (L1 L) (L2) L (L2 L)],0.0,-150.44,-0.73,-2.18,-0.0,-6.77,-0.0,-0.0,0.0,0.0,-112.82,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L L2 L2 L1 L2 L L],[L (L2) (L2) (L1) (L2) L L],0.0,-150.62,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-121.5,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L2 L1 L L2 L],[(L2) L (L2) (L1) L (L2) L],0.0,-150.62,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-121.5,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L2 L1 L2 L L2],[(L2) L (L2) (L1) (L2 L) (L2)],0.0,-150.75,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-121.5,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L2 L1 L2 L2 L],[L (L2) (L2) (L1) (L2) (L2 L)],0.0,-150.75,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-121.5,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L1 L2 L L2 L],[(L2) L (L1) (L2 L) (L2) L],0.0,-151.4,-0.73,-3.27,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-112.82,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L2 L L1 L L2 L2],[(L2) (L2 L) (L1) L (L2) (L2)],0.0,-150.75,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-121.5,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L L2 L L1],[(L2) (L2) (L2) (L L2) (L L1)],0.0,-150.81,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-147.54,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L1 L L L2 L L2],[(L2) (L1) L (L L2) (L L2)],0.0,-150.83,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-112.82,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L L2 L2 L1 L L],[(L2) (L L2) (L2) (L1) L L],0.0,-151.04,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-130.18,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L2 L2 L1 L2 L2],[L (L2) (L2) (L2) (L1) (L2) (L2)],0.0,-151.06,-0.73,-6.55,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-130.18,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L L2 L2 L1 L2 L],[(L2) (L L2) (L2) (L1) (L2 L)],0.0,-151.17,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-130.18,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L2 L L2 L1 L L2],[(L2) (L2 L) (L2) (L1) (L L2)],0.0,-151.17,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-130.18,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L1 L L L2 L2 L],[(L2) (L1 L) L (L2) (L2) L],0.0,-151.4,-0.73,-3.27,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-112.82,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L L1 L2 L L2 L],[(L2 L) (L1) (L2) L (L2) L],0.0,-151.4,-0.73,-3.27,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-112.82,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L2 L L2 L1 L L2],[(L2) (L2 L) (L2) (L1) L (L2)],0.0,-152.26,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-130.18,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L L L1 L],[(L2) (L2) (L2) L (L L1) L],0.0,-152.56,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-138.86,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L2 L1 L L L2 L2 L],[(L2) (L1 L) (L L2) (L2) L],0.0,-150.31,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-112.82,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L1 L L2 L L2 L L],[(L1) L (L2) (L L2) L L],0.0,-152.57,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L2 L2 L L L1 L],[(L2) (L2) (L2) L L (L1) L],0.0,-153.65,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-138.86,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L2 L L2 L2 L2 L1 L],[(L2) (L L2) (L2) (L2) (L1) L],0.0,-153.65,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-138.86,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L1 L L L2 L2 L2 L],[(L1) L (L L2) (L2) (L2) L],0.0,-153.66,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L L L2 L],[(L1) (L2) L L L (L2) L],0.0,-153.66,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L2 L L2 L L],[(L1) L (L2) L (L2) L L],0.0,-153.66,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L L1 L2 L2 L L],[(L2 L) (L1) (L2) (L2 L) L],0.0,-153.69,-0.73,-2.18,-0.0,-6.77,-0.0,0.0,-3.26,0.0,-112.82,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L1 L L2 L L2 L],[(L2) (L1 L) (L2 L) (L2) L],0.0,-153.69,-0.73,-2.18,-0.0,-6.77,-0.0,0.0,-3.26,0.0,-112.82,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L L1 L L2],[(L2) (L2) (L2) L (L1 L) (L2)],0.0,-153.78,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L1 L L2 L2 L L L2],[(L1) L (L2) (L2 L) L (L2)],0.0,-153.79,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L L2 L L2],[(L1) (L2 L) L (L2) L (L2)],0.0,-153.79,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L2 L L2 L2 L],[(L1) L (L2) L (L2) (L2 L)],0.0,-153.79,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L L2 L L2],[(L1) (L2) L L (L2 L) (L2)],0.0,-153.79,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L L1 L2 L2 L L2 L],[(L L1) (L2) (L2) (L L2) L],0.0,-154.08,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-112.82,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L2 L1 L L L2 L L],[(L2) (L1) L (L L2) L L],0.0,-154.08,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-112.82,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L2 L L2 L2 L2 L1],[(L2) (L2) L (L2) (L2) (L2) (L1)],0.0,-154.09,-0.73,-6.55,-0.0,0.0,-0.0,-0.0,0.0,0.0,-147.54,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L1 L2 L2 L L2 L2],[L (L1) (L2) (L2) L (L2) (L2)],0.0,-154.1,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-112.82,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L2 L L L1],[(L2) (L2) (L2) (L2 L) (L L1)],0.0,-154.2,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-147.54,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L L2 L1 L],[(L2) (L2) (L2) (L L2) (L1 L)],0.0,-154.2,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-147.54,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L1 L L2 L L L2],[(L2) (L1) L (L2 L) (L L2)],0.0,-154.21,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-112.82,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L1 L L L2 L2 L],[(L2) (L1) L (L L2) (L2 L)],0.0,-154.21,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-112.82,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L2 L L2 L1 L L],[(L2) (L2 L) (L2) (L1) L L],0.0,-154.43,-0.73,-3.27,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-130.18,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L1 L2 L2 L L2],[(L L2) (L1) (L2) (L2) (L L2)],0.0,-153.43,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-121.5,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L L1 L2 L L2 L2],[(L2) (L L1) (L2) (L L2) (L2)],0.0,-153.43,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-121.5,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L L2 L2 L1 L2 L2],[(L2 L) (L2) (L2) (L1) (L2) (L2)],0.0,-153.35,-0.73,-5.46,0.0,-3.39,-0.0,-0.0,0.0,0.0,-130.18,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L1 L2 L L L2 L L2],[(L1) (L2 L) L (L2) (L L2)],0.0,-152.7,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L2 L L2 L L],[(L1) (L L2) L (L2) L L],0.0,-152.57,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L L L2 L],[(L1) (L2) L L (L L2) L],0.0,-152.57,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L L2 L2 L2 L1 L2],[(L2) L (L2) (L2) (L2) (L1) (L2)],0.0,-152.57,-0.73,-6.55,-0.0,0.0,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L1 L L L2 L2 L2 L2],[(L1) L L (L2) (L2) (L2) (L2)],0.0,-152.59,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L L2 L L2],[(L1) (L2 L) (L L2) L (L2)],0.0,-152.7,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L2 L2 L L L2],[(L1) (L L2) (L2 L) L (L2)],0.0,-152.7,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L2 L L2 L2 L],[(L1) (L L2) L (L2) (L2 L)],0.0,-152.7,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L2 L L2 L2 L],[(L1) L (L2) (L L2) (L2 L)],0.0,-152.7,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L2 L2 L L L2],[(L1) L (L2) (L2 L) (L L2)],0.0,-152.7,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L L2 L1 L2 L L],[(L2 L) (L2) (L1) (L2) L L],0.0,-152.91,-0.73,-3.27,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-121.5,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L2 L2 L1 L2 L],[L (L2) (L2) (L2) (L1) (L2) L],0.0,-153.22,-0.73,-5.46,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-130.18,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L L2 L1 L2 L L],[(L2) L (L2) (L1) (L2 L) L],0.0,-152.91,-0.73,-3.27,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-121.5,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L2 L L1 L L2 L],[(L2) (L2 L) (L1) L (L2) L],0.0,-152.91,-0.73,-3.27,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-121.5,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L2 L L2 L2 L2 L1],[(L2) (L2) (L L2) (L2) (L2) (L1)],0.0,-153.0,-0.73,-5.46,0.0,0.0,-0.0,-0.0,0.0,0.0,-147.54,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L L2 L L1],[(L2) (L2) (L2) L (L2) L (L1)],0.0,-153.0,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,0.0,-147.54,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L1 L L L2 L L2],[(L2) (L1) L L (L2) L (L2)],0.0,-153.01,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-112.82,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L L1 L2 L2 L L2 L2],[(L L1) (L2) (L2) L (L2) (L2)],0.0,-153.01,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-112.82,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L1 L2 L2 L L2 L2],[L (L1) (L2) (L2) (L L2) (L2)],0.0,-153.01,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-112.82,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L L2 L1 L2 L2 L],[(L2 L) (L2) (L1) (L2) (L2 L)],0.0,-153.04,-0.73,-3.27,0.0,-6.77,-0.0,-0.0,0.0,0.0,-121.5,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L2 L L1 L2 L L2],[(L2) (L2 L) (L1) (L2 L) (L2)],0.0,-153.04,-0.73,-3.27,0.0,-6.77,-0.0,-0.0,0.0,0.0,-121.5,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L1 L2 L2 L L],[(L L2) (L1) (L2) (L2 L) L],0.0,-150.31,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-112.82,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L1 L L2 L L L],[(L2) (L1 L) (L2) L L L],0.0,-150.31,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-112.82,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L L2 L1 L2 L2 L L2],[L (L2) (L1) (L2) (L2) (L L2)],0.0,-154.53,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-121.5,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L L1 L2 L L2 L2],[(L2) (L L1) (L2 L) (L2) (L2)],0.0,-148.14,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-112.82,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L1 L L2 L L2 L L],[(L1) L (L2 L) (L2) L L],0.0,-147.28,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-95.47,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L L L2 L],[(L1) (L2 L) L L (L2) L],0.0,-147.28,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-95.47,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L2 L L2 L L],[(L1) L (L2) L (L2 L) L],0.0,-147.28,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-95.47,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L L2 L1 L L2 L2],[(L2) (L L2) (L1) L (L2) (L2)],0.0,-147.36,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-121.5,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L2 L L1 L L L2],[(L2) (L2) L (L1) L L (L2)],0.0,-147.36,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-121.5,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L2 L1 L L2 L2],[(L2) L (L2) (L1) (L L2) (L2)],0.0,-147.36,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-121.5,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L2 L1 L2 L L2],[(L L2) (L2) (L1) (L2) L (L2)],0.0,-147.36,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-121.5,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L2 L1 L2 L L2],[L (L2) (L2) (L1) (L2) (L L2)],0.0,-147.36,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-121.5,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L L1 L L2],[(L2) (L2) (L2 L) (L1 L) (L2)],0.0,-147.39,-0.73,-3.27,0.0,-6.77,-0.0,-0.0,0.0,0.0,-130.18,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L1 L2 L L L2 L L2],[(L1) (L2 L) L (L2 L) (L2)],0.0,-147.41,-0.73,-2.18,-0.0,-6.77,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L2 L L2 L2 L],[(L1) L (L2 L) (L2) (L2 L)],0.0,-147.41,-0.73,-2.18,-0.0,-6.77,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L L1 L2 L L2 L2 L],[L (L1) (L2) L (L2) (L2) L],0.0,-147.59,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-104.15,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L2 L L2 L2 L2 L1],[(L2) (L2 L) (L2) (L2) (L2) (L1)],0.0,-147.7,-0.73,-5.46,0.0,-3.39,-0.0,-0.0,0.0,0.0,-138.86,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L1 L2 L2 L L2 L2],[L (L1) (L2) (L2 L) (L2) (L2)],0.0,-147.72,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-104.15,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L1 L L2 L L2 L2 L2],[(L1 L) (L2) L (L2) (L2) (L2)],0.0,-147.72,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L2 L L2 L2 L1 L L2],[(L2) (L L2) (L2) (L1) (L L2)],0.0,-147.78,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-130.18,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L L1 L L2 L2 L],[(L2) (L L1) L (L2) (L2) L],0.0,-148.01,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-112.82,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L L1 L L2 L2 L],[(L2) L (L1) (L L2) (L2) L],0.0,-148.01,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-112.82,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L L2 L1 L2 L L2 L],[L (L2) (L1) (L2) (L L2) L],0.0,-148.01,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-112.82,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L L1 L2 L L L],[(L2) L (L1) (L2) L L L],0.0,-148.01,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-112.82,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L L2 L1 L2 L L2 L],[(L L2) (L1) (L2) L (L2) L],0.0,-148.01,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-112.82,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L2 L L2 L1 L L],[(L2) (L2) L (L2) (L1 L) L],0.0,-147.26,-0.73,-3.27,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-130.18,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L L L1 L],[(L2) (L2) (L2 L) L (L1) L],0.0,-147.26,-0.73,-3.27,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-130.18,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L2 L1 L L2 L L L2],[(L2) (L1 L) (L2) L (L L2)],0.0,-147.05,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-112.82,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L L2 L L1],[(L2) (L2) (L2) L (L2 L) (L1)],0.0,-146.61,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-138.86,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L2 L2 L1 L2 L L2],[(L L2) (L2) (L1) (L2) (L L2)],0.0,-146.27,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-121.5,-0.0,-21.49,-0.0,0.0
